0.0,0.0,0.0,1338.0,1013
0.0,0.0,0.0,103.5,650
0.0,0.0,0.0,102.5,654
0.0,0.0,0.0,1145.5,624
0.0,0.0,0.0,1335.5,998
0.0,0.0,0.0,1337.0,999
0.0,0.0,0.0,1334.0,1001
0.0,0.0,0.0,1331.0,1005
0.0,0.0,0.0,105.0,651
0.0,0.0,0.0,1330.0,995
0.0,0.0,0.0,103.0,654
0.0,0.0,0.0,1328.5,985
0.0,0.0,0.0,105.0,649
0.0,0.0,0.0,1323.5,993
0.0,0.0,0.0,1142.0,629
3.335,-7.521,-0.768,103.5,653
3.581,-7.622,-0.769,1141.0,628
3.581,-7.622,-0.769,1508.5,806
3.67,-7.654,-0.765,1312.5,953
3.67,-7.654,-0.765,1141.5,617
4.585,-7.993,-0.772,1133.0,632
4.585,-7.993,-0.772,103.0,653
4.585,-7.993,-0.772,1524.0,766
5.546,-8.345,-0.785,1255.0,912
5.546,-8.345,-0.785,1164.0,623
5.546,-8.345,-0.785,1250.5,909
5.546,-8.345,-0.785,106.0,652
5.818,-8.455,-0.783,103.5,653
5.966,-8.521,-0.774,105.5,651
5.966,-8.521,-0.774,1163.5,892
5.966,-8.521,-0.774,1132.0,879
5.966,-8.521,-0.774,106.0,651
7.134,-9.106,-0.773,1110.0,876
7.134,-9.106,-0.773,1102.0,876
7.134,-9.106,-0.773,1088.0,870
7.309,-9.214,-0.773,1080.5,865
7.483,-9.331,-0.774,1062.0,858
7.655,-9.459,-0.775,1043.5,861
7.655,-9.459,-0.775,1034.5,859
7.655,-9.459,-0.775,1029.0,861
7.825,-9.589,-0.773,1013.5,861
7.991,-9.727,-0.773,1000.5,859
8.15,-9.874,-0.771,983.0,854
8.15,-9.874,-0.771,1303.5,638
8.301,-10.027,-0.769,969.0,847
8.301,-10.027,-0.769,961.5,848
8.301,-10.027,-0.769,956.0,845
8.301,-10.027,-0.769,948.0,847
8.301,-10.027,-0.769,1142.5,641
8.301,-10.027,-0.769,941.0,846
8.448,-10.189,-0.769,920.5,849
8.448,-10.189,-0.769,1143.0,635
8.448,-10.189,-0.769,913.0,852
8.587,-10.357,-0.766,896.0,850
8.713,-10.536,-0.769,873.0,845
8.713,-10.536,-0.769,104.0,653
8.713,-10.536,-0.769,856.0,842
8.713,-10.536,-0.769,841.0,842
8.713,-10.536,-0.769,824.0,844
8.713,-10.536,-0.769,1140.5,635
8.713,-10.536,-0.769,801.5,844
8.713,-10.536,-0.769,788.5,843
8.713,-10.536,-0.769,779.5,841
9.042,-11.096,-0.766,768.0,841
9.128,-11.296,-0.76,753.0,838
9.128,-11.296,-0.76,744.5,838
9.128,-11.296,-0.76,733.5,836
9.27,-11.707,-0.761,23.5,657
9.27,-11.707,-0.761,714.0,837
9.27,-11.707,-0.761,703.0,837
9.27,-11.707,-0.761,696.0,838
9.334,-11.917,-0.756,685.5,839
9.334,-11.917,-0.756,1295.0,657
9.334,-11.917,-0.756,673.0,841
9.334,-11.917,-0.756,103.0,666
9.334,-11.917,-0.756,662.0,839
9.334,-11.917,-0.756,656.0,839
9.384,-12.134,-0.762,638.0,834
9.422,-12.354,-0.76,625.5,833
9.422,-12.354,-0.76,613.0,831
9.422,-12.354,-0.76,606.0,831
9.452,-12.576,-0.76,596.5,832
9.452,-12.576,-0.76,582.5,836
9.452,-12.576,-0.76,576.0,837
9.452,-12.576,-0.76,563.5,839
9.452,-12.576,-0.76,100.0,669
9.452,-12.576,-0.76,550.0,839
9.452,-12.576,-0.76,1137.0,642
9.452,-12.576,-0.76,538.0,839
9.452,-12.576,-0.76,514.0,832
9.48,-13.258,-0.75,482.0,829
9.48,-13.258,-0.75,467.5,832
9.48,-13.258,-0.75,449.0,833
9.436,-13.722,-0.746,430.0,838
9.436,-13.722,-0.746,421.0,838
9.436,-13.722,-0.746,410.0,838
9.436,-13.722,-0.746,1137.0,643
9.436,-13.722,-0.746,403.5,839
9.436,-13.722,-0.746,381.0,839
9.436,-13.722,-0.746,369.5,835
9.436,-13.722,-0.746,103.0,670
9.436,-13.722,-0.746,346.5,832
9.436,-13.722,-0.746,334.0,830
9.436,-13.722,-0.746,327.0,831
