0.0,0.0,0.0,236.0,930
0.0,0.0,0.0,1204.5,489
0.0,0.0,0.0,857.5,508
0.0,0.0,0.0,1362.0,482
0.0,0.0,0.0,1281.5,489
0.0,0.0,0.0,611.5,524
0.0,0.0,0.0,1138.0,492
0.0,0.0,0.0,1281.5,489
0.0,0.0,0.0,613.0,523
0.0,0.0,0.0,239.0,929
0.0,0.0,0.0,240.0,933
0.0,0.0,0.0,604.5,523
0.0,0.0,0.0,1280.0,491
0.0,0.0,0.0,242.0,931
0.0,0.0,0.0,1363.0,483
0.0,0.0,0.0,856.0,511
0.0,0.0,0.0,1514.0,486
0.0,0.0,0.0,244.5,941
0.0,0.0,0.0,859.0,505
0.0,0.0,0.0,1364.5,482
0.0,0.0,0.0,1279.5,491
0.0,0.0,0.0,1542.0,482
0.0,0.0,0.0,607.0,521
0.0,0.0,0.0,1451.0,486
0.0,0.0,0.0,1513.5,486
0.0,0.0,0.0,610.0,522
0.0,0.0,0.0,1542.5,482
0.0,0.0,0.0,1280.0,489
0.0,0.0,0.0,1136.5,491
0.0,0.0,0.0,1543.5,481
0.0,0.0,0.0,610.5,522
0.0,0.0,0.0,254.0,936
0.0,0.0,0.0,256.0,939
0.0,0.0,0.0,98.0,483
0.0,0.0,0.0,617.0,522
0.0,0.0,0.0,1136.5,492
0.0,0.0,0.0,1543.0,481
0.0,0.0,0.0,1449.0,486
0.0,0.0,0.0,257.5,935
0.0,0.0,0.0,1362.0,482
0.0,0.0,0.0,859.0,505
0.0,0.0,0.0,1122.5,491
0.0,0.0,0.0,860.0,505
0.0,0.0,0.0,1363.0,482
0.0,0.0,0.0,1122.5,490
0.0,0.0,0.0,606.0,523
0.0,0.0,0.0,1281.5,490
0.0,0.0,0.0,600.5,522
0.0,0.0,0.0,1123.0,491
0.0,0.0,0.0,1450.5,487
0.0,0.0,0.0,1514.5,486
0.0,0.0,0.0,264.5,940
0.0,0.0,0.0,1122.0,490
0.0,0.0,0.0,605.0,523
0.0,0.0,0.0,1515.0,486
0.0,0.0,0.0,1450.5,486
0.0,0.0,0.0,270.5,945
0.0,0.0,0.0,1206.0,489
0.0,0.0,0.0,859.5,504
0.0,0.0,0.0,1363.5,482
0.0,0.0,0.0,1280.0,490
0.0,0.0,0.0,1122.5,489
0.0,0.0,0.0,615.5,522
0.0,0.0,0.0,271.0,939
0.0,0.0,0.0,859.0,509
0.0,0.0,0.0,1363.0,482
0.0,0.0,0.0,1542.5,482
0.0,0.0,0.0,611.5,523
0.0,0.0,0.0,1279.0,490
0.0,0.0,0.0,1122.5,490
0.0,0.0,0.0,274.0,938
0.0,0.0,0.0,858.5,508
0.0,0.0,0.0,1364.0,481
0.0,0.0,0.0,1281.0,489
0.0,0.0,0.0,610.5,522
0.0,0.0,0.0,1513.5,486
0.0,0.0,0.0,278.5,939
0.0,0.0,0.0,1205.5,489
0.0,0.0,0.0,859.0,504
0.0,0.0,0.0,1362.5,482
0.0,0.0,0.0,1279.5,489
0.0,0.0,0.0,610.0,522
0.0,0.0,0.0,1122.5,490
0.0,0.0,0.0,278.0,933
0.0,0.0,0.0,605.5,522
0.0,0.0,0.0,1280.0,489
0.0,0.0,0.0,1545.0,482
0.0,0.0,0.0,1449.0,486
0.0,0.0,0.0,1123.0,489
0.0,0.0,0.0,1280.0,491
0.0,0.0,0.0,284.0,945
0.0,0.0,0.0,601.0,521
0.0,0.0,0.0,1364.0,482
0.0,0.0,0.0,287.0,958
0.0,0.0,0.0,1123.0,490
0.0,0.0,0.0,604.0,523
0.0,0.0,0.0,1363.5,483
3.258,-7.488,-0.769,1364.5,482
3.258,-7.488,-0.769,1279.5,491
3.258,-7.488,-0.769,1122.5,491
3.258,-7.488,-0.769,1515.5,486
3.258,-7.488,-0.769,1450.0,487
3.335,-7.521,-0.768,1449.0,486
3.335,-7.521,-0.768,1515.0,486
3.335,-7.521,-0.768,1515.0,487
3.414,-7.554,-0.772,299.5,956
3.414,-7.554,-0.772,858.0,503
3.414,-7.554,-0.772,1203.5,488
3.414,-7.554,-0.772,1278.5,489
3.414,-7.554,-0.772,611.5,521
3.496,-7.588,-0.774,1278.5,489
3.496,-7.588,-0.774,1363.0,481
3.496,-7.588,-0.774,856.5,505
3.496,-7.588,-0.774,609.5,521
3.496,-7.588,-0.774,1279.0,489
3.496,-7.588,-0.774,1362.0,480
3.496,-7.588,-0.774,1360.5,481
3.496,-7.588,-0.774,1282.0,489
