Filter X,Filter Y,IMU X,IMU Y,GPS X,GPS Y,Ground Truth X,Ground Truth Y,Algorithm,Spoofing Rate
16.898904870977088,11.182649604208237,0.6150492540650875,11.556146316338817,16.965133605368553,11.335674897751655,0.2919999999999998,10.720999999999998,CI,2
16.993571945551565,11.386917165394431,0.620216508165225,11.764019826092268,17.056578268680113,11.539004688001228,0.2919999999999998,10.720999999999998,CI,2
17.09630912357377,11.594085090191777,0.6257368750054157,11.97358829012685,17.162453695962327,11.74716725842894,0.2940000000000005,11.130999999999998,CI,2
17.201189064566783,11.802610246347882,0.6314476105054675,12.182961982389209,17.26850107358124,11.956046545343636,0.2940000000000005,11.130999999999998,CI,2
17.29078313868587,12.013752136135844,0.6371593495169371,12.393992000890446,17.35326153659931,12.167855110832685,0.2970000000000006,11.543000000000001,CI,2
17.392143988920044,12.224506430845894,0.6428453666305706,12.60553434963411,17.458828311705314,12.37850741937241,0.29800000000000004,11.961,CI,2
17.49635339920008,12.43594755185813,0.648755101638528,12.818587919573563,17.564341233144678,12.5900990389158,0.29800000000000004,11.961,CI,2
17.60144949550142,12.648240638386424,0.6544556510031547,13.031753297759463,17.67009493974145,12.802573501890507,0.2970000000000006,12.380999999999998,CI,2
17.697560287450596,12.863924926157202,0.6601619922821897,13.248091429856764,17.763466936077602,13.0192794233729,0.2989999999999995,12.804,CI,2
17.800818759071337,13.078540768059625,0.665880763555682,13.461751770691853,17.869345796790327,13.233503064993238,0.2989999999999995,12.804,CI,2
17.905773363444737,13.293822883147504,0.6716335427511758,13.677011224464072,17.975153666080438,13.44893513128452,0.2970000000000006,13.232999999999999,CI,2
18.011061058062243,13.509818208150586,0.6774573286844432,13.894073015978496,18.080836056460985,13.665080164555832,0.2970000000000006,13.232999999999999,CI,2
18.10219673674304,13.727591628712934,0.6835296949588416,14.112138593530908,18.167354894011158,13.88327071494777,0.2970000000000006,13.232999999999999,CI,2
18.204125802449937,13.945587028365365,0.6896553925220437,14.33079057172837,18.273034193455707,14.101431250095283,0.2989999999999995,13.664,CI,2
18.3085136840451,14.164486049906454,0.6957118679949951,14.551332918335975,18.37844991300091,14.32060779013501,0.29999999999999893,14.098999999999998,CI,2
18.41328966478779,14.38443745464331,0.70173625154418,14.771931508520256,18.483567444395334,14.540860716066883,0.29999999999999893,14.098999999999998,CI,2
18.502423720572054,14.605271876134628,0.7074858743825749,14.993936252002802,18.567488335595225,14.76180084528938,0.3019999999999996,14.537999999999998,CI,2
18.603223824416013,14.8267474956508,0.7130767052301418,15.21660609318782,18.672261636319305,14.983637666746706,0.3019999999999996,14.537999999999998,CI,2
18.707026687212107,15.049093564983425,0.7187826477475593,15.439955412699657,18.77721018687551,15.206282618177054,0.2989999999999995,14.981,CI,2
18.81174863044034,15.272293637005259,0.7248537516300606,15.66430934499589,18.882397930424904,15.429740164566745,0.2989999999999995,14.981,CI,2
