Time Step,Health Status,dm,dmdt
1711587157500637612,[0.85545301],[0.07603867],[0.07603867]
1711587157502504062,[0.91030056],[0.05989973],[0.05989973]
1711587157504338680,[0.89888387],[0.06359753],[0.06359753]
1711587157573532491,[0.87491191],[0.07073559],[0.07073559]
1711587157575392978,[0.88506737],[0.06780343],[0.06780343]
1711587157577249419,[0.89499914],[0.06480767],[0.06480767]
1711587157668783721,[0.87014338],[0.07207125],[0.07207125]
1711587157670762346,[0.89240009],[0.06560485],[0.06560485]
1711587157672659774,[0.87935426],[0.06946819],[0.06946819]
1711587157732198449,[0.87788373],[0.06989028],[0.06989028]
1711587157734085888,[0.86370534],[0.07383621],[0.07383621]
1711587157792862467,[0.88710366],[0.0672001],[0.0672001]
1711587157794752241,[0.87346882],[0.07114244],[0.07114244]
1711587157796635382,[0.87198538],[0.07155826],[0.07155826]
1711587157798590783,[0.87049865],[0.07197259],[0.07197259]
1711587157858502044,[0.84141514],[0.07964543],[0.07964543]
1711587157860426064,[0.89263432],[0.06553341],[0.06553341]
1711587157862421231,[0.86602921],[0.07320404],[0.07320404]
1711587157923506406,[0.86452154],[0.0736148],[0.0736148]
1711587157925419024,[0.84892365],[0.07773708],[0.07773708]
1711587157927328396,[0.86141849],[0.07445308],[0.07445308]
1711587157929206047,[0.85989867],[0.07486022],[0.07486022]
1711587157989914863,[0.84373232],[0.07906141],[0.07906141]
1711587157991872688,[0.88393211],[0.06813748],[0.06813748]
1711587157993815013,[0.85550275],[0.07602559],[0.07602559]
1711587158055397137,[0.83898098],[0.08025435],[0.08025435]
1711587158057391964,[0.85232742],[0.07685638],[0.07685638]
1711587158059329560,[0.86541177],[0.07337254],[0.07337254]
1711587158124397867,[0.84940851],[0.07761224],[0.07761224]
1711587158126363617,[0.83223918],[0.08191723],[0.08191723]
1711587158187654060,[0.83045413],[0.0823519],[0.0823519]
1711587158189657262,[0.87423616],[0.0709264],[0.0709264]
1711587158191552626,[0.84328395],[0.07917476],[0.07917476]
1711587158193399338,[0.82547119],[0.08355329],[0.08355329]
1711587158253928417,[0.84010981],[0.07997254],[0.07997254]
1711587158255831197,[0.8543326],[0.0763328],[0.0763328]
1711587158316115915,[0.820326],[0.08477594],[0.08477594]
1711587158318082797,[0.83544791],[0.08113004],[0.08113004]
1711587158319940309,[0.85013289],[0.07742535],[0.07742535]
1711587158380950584,[0.81518693],[0.08597978],[0.08597978]
1711587158382877409,[0.84730093],[0.07815346],[0.07815346]
1711587158384805426,[0.81171702],[0.08678317],[0.08678317]
1711587158386663079,[0.82761109],[0.08303949],[0.08303949]
1711587158446222533,[0.82603016],[0.08341938],[0.08341938]
1711587158447523625,[0.84159966],[0.07959908],[0.07959908]
1711587158449902842,[0.82292883],[0.08415965],[0.08415965]
1711587158509993387,[0.82133441],[0.0845377],[0.0845377]
1711587158512089868,[0.81974139],[0.08491375],[0.08491375]
1711587158513952920,[0.79945697],[0.08956406],[0.08956406]
1711587158577265892,[0.8164671],[0.08568148],[0.08568148]
1711587158607552625,[0.83295692],[0.08174181],[0.08174181]
1711587158669961057,[0.8134881],[0.08637405],[0.08637405]
1711587158671967075,[0.81348499],[0.08637477],[0.08637477]
1711587158673834115,[0.81390093],[0.0862784],[0.0862784]
1711587158764785066,[0.8143387],[0.08617686],[0.08617686]
1711587158766698586,[0.81481017],[0.08606738],[0.08606738]
1711587158768627825,[0.79638477],[0.09024749],[0.09024749]
1711587158770474296,[0.83379578],[0.0815363],[0.0815363]
1711587158832864715,[0.79753715],[0.08999174],[0.08999174]
1711587158834910229,[0.79801229],[0.08988609],[0.08988609]
1711587158836908443,[0.81565436],[0.08587098],[0.08587098]
1711587158897091695,[0.84949002],[0.07759123],[0.07759123]
1711587158958085207,[0.79347774],[0.09088944],[0.09088944]
1711587158959338808,[0.81110865],[0.08692326],[0.08692326]
1711587158960690267,[0.80958757],[0.08727254],[0.08727254]
1711587158961986279,[0.80807678],[0.08761808],[0.08761808]
1711587158965619575,[0.82547624],[0.08355208],[0.08355208]
1711587159026746433,[0.78516924],[0.09269968],[0.09269968]
1711587159028660334,[0.8228081],[0.08418834],[0.08418834]
1711587159030567191,[0.76062702],[0.09785152],[0.09785152]
1711587159091321153,[0.82012679],[0.08482292],[0.08482292]
1711587159093255773,[0.77869783],[0.09408553],[0.09408553]
1711587159095133574,[0.81757032],[0.08542357],[0.08542357]
1711587159156282114,[0.81638235],[0.08570126],[0.08570126]
1711587159216960660,[0.75214012],[0.09957106],[0.09957106]
1711587159218863979,[0.83298934],[0.08173388],[0.08173388]
1711587159220761328,[0.79255007],[0.09109334],[0.09109334]
1711587159222575086,[0.79122973],[0.09138277],[0.09138277]
1711587159224411037,[0.78992042],[0.09166888],[0.09166888]
1711587159287463105,[0.76690373],[0.09656009],[0.09656009]
1711587159289412229,[0.7653907],[0.09687297],[0.09687297]
1711587159291366874,[0.78587229],[0.09254787],[0.09254787]
1711587159353947343,[0.78458079],[0.09282655],[0.09282655]
1711587159355951142,[0.80444544],[0.0884431],[0.0884431]
1711587159357951053,[0.7820477],[0.09337072],[0.09337072]
1711587159419601045,[0.78073584],[0.0936513],[0.0936513]
1711587159421507848,[0.7080714],[0.10806084],[0.10806084]
1711587159486403887,[0.83950232],[0.08012432],[0.08012432]
1711587159487726724,[0.77652581],[0.09454611],[0.09454611]
1711587159489541762,[0.77505486],[0.09485676],[0.09485676]
1711587159491418037,[0.79564449],[0.0904114],[0.0904114]
1711587159555382807,[0.74858818],[0.10028197],[0.10028197]
1711587159557378420,[0.77017329],[0.09588049],[0.09588049]
1711587159559235949,[0.79093153],[0.09144801],[0.09144801]
1711587159561112604,[0.74242366],[0.10150396],[0.10150396]
1711587159625140866,[0.76422092],[0.09711418],[0.09711418]
1711587159627032891,[0.76197862],[0.09757487],[0.09757487]
1711587159692722375,[0.7595167],[0.09807819],[0.09807819]
1711587159694592158,[0.75683745],[0.09862303],[0.09862303]
1711587159696434098,[0.77801344],[0.0942309],[0.0942309]
1711587159720952797,[0.72553461],[0.10477889],[0.10477889]
1711587159790947609,[0.74786758],[0.10042558],[0.10042558]
1711587159792888858,[0.76961312],[0.09599727],[0.09599727]
