Time Step,Health Status,dm,dmdt
1711147928086666074,[0.95584848],[0.04202452],[0.04202452]
1711147928089145768,[0.95555812],[0.04216249],[0.04216249]
1711147928091599102,[0.95526727],[0.04230023],[0.04230023]
1711147928094868991,[0.95497221],[0.0424395],[0.0424395]
1711147928098246900,[0.95467764],[0.0425781],[0.0425781]
1711147928101166809,[0.9422428],[0.04806546],[0.04806546]
1711147928102662784,[0.95404955],[0.04287211],[0.04287211]
1711147928277527826,0,[1.35142832],[1.35142832]
1711147928279863911,[0.95733836],[0.04130939],[0.04130939]
1711147928282019677,[0.94396895],[0.04734176],[0.04734176]
1711147928284337638,[0.9118756],[0.05937151],[0.05937151]
1711147928447973492,[0.95655021],[0.04168922],[0.04168922]
1711147928450610051,[0.96792912],[0.03581669],[0.03581669]
1711147928453442214,[0.94269405],[0.04787732],[0.04787732]
1711147928456865752,[0.92703475],[0.05402416],[0.05402416]
1711147928461432298,[0.94199862],[0.04816695],[0.04816695]
1711147928462844600,[0.95535988],[0.04225641],[0.04225641]
1711147928465304987,[0.92579429],[0.05448145],[0.05448145]
1711147928468504277,[0.95485918],[0.04249274],[0.04249274]
1711147928472441798,[0.92496991],[0.05478324],[0.05478324]
1711147928473979735,[0.94036991],[0.04883855],[0.04883855]
1711147928477287638,[0.95411493],[0.0428416],[0.0428416]
1711147928480880153,[0.88600496],[0.0675263],[0.0675263]
1711147928482469249,[0.96589307],[0.03693613],[0.03693613]
1711147928485850574,[0.93908075],[0.04936365],[0.04936365]
1711147928489798200,[0.93876086],[0.04949309],[0.04949309]
1711147928491429257,[0.93844329],[0.04962125],[0.04962125]
1711147928494378914,[0.92166238],[0.05597772],[0.05597772]
1711147928682553173,0,[0.38994699],[0.38994699]
1711147928686160207,[0.93534792],[0.05085355],[0.05085355]
1711147928690697786,[0.93503994],[0.05097453],[0.05097453]
1711147928694093198,[0.91737736],[0.05748831],[0.05748831]
1711147928697192195,[0.93439676],[0.05122626],[0.05122626]
1711147928698610288,[0.94955295],[0.04492084],[0.04492084]
1711147928701359306,[0.93382772],[0.05144795],[0.05144795]
1711147928704945813,[0.93352593],[0.05156513],[0.05156513]
1711147928903437811,0,[1.14431723],[1.14431723]
1711147928904959846,[0.93406758],[0.05135462],[0.05135462]
1711147928908356341,[0.91668933],[0.05772718],[0.05772718]
1711147928910066982,[0.96302765],[0.03845639],[0.03845639]
1711147928913356089,[0.9343651],[0.05123862],[0.05123862]
1711147928916053787,[0.9344712],[0.05119719],[0.05119719]
1711147928919164086,[0.93457894],[0.05115508],[0.05115508]
1711147928920782866,[0.93468649],[0.05111302],[0.05111302]
1711147929202945758,0,[1.11206457],[1.11206457]
1711147929205796383,[0.90285353],[0.06233666],[0.06233666]
1711147929209612379,[0.95252741],[0.04357641],[0.04357641]
1711147929212744741,[0.92170765],[0.05596154],[0.05596154]
1711147929214465563,[0.93836078],[0.0496545],[0.0496545]
1711147929219096382,[0.95293044],[0.04339104],[0.04339104]
1711147929222148588,[0.88408501],[0.06809258],[0.06809258]
1711147929427749549,0,[1.05062982],[1.05062982]
1711147929430444191,[0.94344174],[0.04756396],[0.04756396]
1711147929433853972,[0.94367633],[0.04746522],[0.04746522]
1711147929437035039,[0.91240949],[0.05919139],[0.05919139]
1711147929439891175,[0.95726654],[0.04134415],[0.04134415]
1711147929441479479,[0.96871098],[0.0353774],[0.0353774]
1711147929445515730,[0.91348298],[0.05882755],[0.05882755]
1711147929451364962,[0.95780127],[0.04108466],[0.04108466]
1711147929626295456,0,[0.73140564],[0.73140564]
1711147929632593405,[0.82104358],[0.08460648],[0.08460648]
1711147929634317362,[0.99920822],[0.00562772],[0.00562772]
1711147929638114255,[0.93607814],[0.05056554],[0.05056554]
1711147929642507188,[0.96151535],[0.03923501],[0.03923501]
1711147929644233750,[0.93669508],[0.05032094],[0.05032094]
1711147929647883363,[0.95023777],[0.0446149],[0.0446149]
1711147929828185384,0,[0.69372707],[0.69372707]
1711147929831277804,[0.94207369],[0.04813577],[0.04813577]
1711147929834208056,[0.95447003],[0.04267551],[0.04267551]
1711147929835535554,[0.95469514],[0.04256988],[0.04256988]
1711147929838035748,[0.94296095],[0.0477657],[0.0477657]
1711147929842862641,[0.97476817],[0.03176906],[0.03176906]
1711147929847497140,[0.93025894],[0.05281706],[0.05281706]
1711147930035437291,0,[0.65676749],[0.65676749]
1711147930039077562,[0.96854876],[0.03546899],[0.03546899]
1711147930041914312,[0.94826499],[0.04549066],[0.04549066]
1711147930046513192,[0.95933156],[0.04033283],[0.04033283]
1711147930051545255,[0.96900288],[0.035212],[0.035212]
1711147930055350137,[0.9490089],[0.04516242],[0.04516242]
1711147930226904263,0,[1.20403534],[1.20403534]
1711147930233027282,[0.98037158],[0.02802029],[0.02802029]
1711147930236898170,[0.95601071],[0.04194725],[0.04194725]
1711147930241020725,[0.97349752],[0.03255916],[0.03255916]
1711147930243651233,[0.95637475],[0.04177332],[0.04177332]
1711147930246824317,[0.9565736],[0.04167801],[0.04167801]
1711147930250396153,[0.97384022],[0.03234797],[0.03234797]
1711147930253208073,[0.95693026],[0.0415065],[0.0415065]
1711147930255814795,[0.96611838],[0.03681392],[0.03681392]
1711147930258674608,[0.97416005],[0.03214962],[0.03214962]
1711147930415583906,[0.96637704],[0.03667313],[0.03667313]
1711147930417376898,[0.96651322],[0.03659879],[0.03659879]
1711147930421659160,[0.96664835],[0.03652487],[0.03652487]
1711147930426059451,[0.95796757],[0.04100362],[0.04100362]
1711147930429160552,[0.97467711],[0.03182634],[0.03182634]
1711147930432430301,[0.95830251],[0.04083993],[0.04083993]
1711147930434219284,[0.98153738],[0.02717545],[0.02717545]
1711147930439618438,[0.94891658],[0.04520328],[0.04520328]
1711147930626052682,0,[0.28226815],[0.28226815]
1711147930629259929,[0.97581389],[0.03110377],[0.03110377]
1711147930633045415,[0.96017195],[0.03991393],[0.03991393]
1711147930636829111,[0.96033479],[0.03983225],[0.03983225]
1711147930641957807,[0.96878343],[0.03533643],[0.03533643]
1711147930644112077,[0.97618346],[0.03086522],[0.03086522]
1711147930646829498,[0.9515802],[0.044009],[0.044009]
1711147930649436209,[0.98263201],[0.02635753],[0.02635753]
1711147930793913559,0,[0.27895322],[0.27895322]
1711147930797583976,[0.97008077],[0.03459435],[0.03459435]
1711147930802547543,[0.96227122],[0.0388478],[0.0388478]
1711147930805114878,[0.97030008],[0.03446733],[0.03446733]
1711147930810447152,[0.98334426],[0.02581142],[0.02581142]
1711147930813553058,[0.96264636],[0.03865418],[0.03865418]
1711147930816342505,[0.95406893],[0.04286307],[0.04286307]
1711147930817940808,[0.98855289],[0.02139824],[0.02139824]
1711147930995566580,0,[0.57357006],[0.57357006]
1711147930997824544,[0.96500374],[0.03741458],[0.03741458]
1711147930999824007,[0.97243806],[0.03320358],[0.03320358]
1711147931001727242,[0.95708241],[0.04143312],[0.04143312]
1711147931005018322,[0.95724541],[0.04135436],[0.04135436]
1711147931006876216,[0.98934066],[0.02064882],[0.02064882]
1711147931178749141,0,[0.51811191],[0.51811191]
1711147931180221630,[0.97399386],[0.03225284],[0.03225284]
1711147931183733299,[0.96717993],[0.03623262],[0.03623262]
1711147931187767322,[0.98545099],[0.02412385],[0.02412385]
1711147931194781729,[0.95969535],[0.04015203],[0.04015203]
1711147931196390764,[0.98030822],[0.02806548],[0.02806548]
1711147931370530228,0,[0.54463172],[0.54463172]
1711147931376275853,[0.98016332],[0.02816855],[0.02816855]
1711147931380806964,[0.97415255],[0.03215428],[0.03215428]
1711147931382536122,[0.96738984],[0.03611657],[0.03611657]
1711147931385271383,[0.98032742],[0.02805179],[0.02805179]
1711147931388490133,[0.97435766],[0.03202645],[0.03202645]
1711147931394428668,[0.96762046],[0.03598863],[0.03598863]
