Filter X,Filter Y,IMU X,IMU Y,GPS X,GPS Y,Ground Truth X,Ground Truth Y,Algorithm,Spoofing Rate
0.035526315789473684,0.0,0.0,0.0,0.0,0.0,0.004000000000001336,0.0019999999999997797,KF,2
0.06780821917808219,0.0,0.0,0.0,0.0,0.0,0.004000000000001336,0.0019999999999997797,KF,2
0.0782967032967033,0.0,0.0,0.0,0.0,0.0,0.004000000000001336,0.0009999999999994458,KF,2
0.08125613346418059,0.0,0.0,0.0,0.0,0.0,0.004000000000001336,0.0009999999999994458,KF,2
0.08206021561924796,0.0,0.0,0.0,0.0,0.0,0.0030000000000001137,0.0009999999999994458,KF,2
0.08227647431832592,0.0,0.0,0.0,0.0,0.0,0.0030000000000001137,0.0009999999999994458,KF,2
0.08233447865732788,0.0,0.0,0.0,0.0,0.0,0.0030000000000001137,0.0019999999999997797,KF,2
0.08235002504008943,0.0,0.0,0.0,0.0,0.0,0.0030000000000001137,0.0019999999999997797,KF,2
0.08235419098003019,0.0,0.0,0.0,0.0,0.0,0.0010000000000012221,0.0009999999999994458,KF,2
0.08235530726175826,0.0,0.0,0.0,0.0,0.0,0.0010000000000012221,0.0009999999999994458,KF,2
0.08235560637008839,0.0,0.0,0.0,0.0,0.0,0.0010000000000012221,0.0009999999999994458,KF,2
0.08235568651603466,0.0,0.0,0.0,0.0,0.0,0.0010000000000012221,0.0009999999999994458,KF,2
0.0823557079910842,0.0,0.0,0.0,0.0,0.0,0.0010000000000012221,0.0009999999999994458,KF,2
0.08235571374530692,0.0,0.0,0.0,0.0,0.0,0.0019999999999988916,0.0019999999999997797,KF,2
0.0823557152871463,0.0,0.0,0.0,0.0,0.0,0.0019999999999988916,0.0019999999999997797,KF,2
0.08235571570028094,0.0,0.0,0.0,0.0,0.0,0.0010000000000012221,0.0009999999999994458,KF,2
0.08235571581098003,0.0,0.0,0.0,0.0,0.0,0.0010000000000012221,0.0009999999999994458,KF,2
0.08235571584064176,0.0,0.0,0.0,0.0,0.0,0.0010000000000012221,0.0009999999999994458,KF,2
0.08235571584858958,0.0,0.0,0.0,0.0,0.0,0.0,0.0019999999999997797,KF,2
0.08981306779675449,0.0,0.0,0.0,0.1,0.0,0.0,0.0019999999999997797,KF,2
0.13663527457334704,-0.0018172245609504862,0.0,0.0,0.19972389031384372,-0.004351128148092717,0.0,0.0009999999999994458,KF,2
0.18617094568255046,-0.0014022293955639148,0.0,0.0,0.2996696465570401,-0.0026680430792844884,0.0,0.0009999999999994458,KF,2
0.23607665279033885,-0.0004309514986280415,0.0,0.0,0.3996271007086433,-0.0005000435664808779,0.0,0.0009999999999994458,KF,2
0.28617544017816615,0.0008051542201691788,0.0,0.0,0.4999044349881546,0.0020915626302077267,0.0019999999999988916,0.0030000000000001137,KF,2
0.3364384637344433,-4.680628106297092e-06,0.0,0.0,0.6004985050670152,-0.0003144989289434842,0.0019999999999988916,0.004999999999999893,KF,2
0.3865560400033026,0.001477990000936871,0.0,0.0,0.7006734074990816,0.003540572244704926,0.0019999999999988916,0.004999999999999893,KF,2
0.4365279695738981,0.003679508153177659,0.0,0.0,0.8005569311598879,0.008250838592885432,0.0019999999999988916,0.009999999999999787,KF,2
0.4865484940556736,0.006286592723861096,0.0,0.0,0.9006181039391777,0.013661988574018265,0.0019999999999988916,0.009999999999999787,KF,2
0.5360515754197223,0.007637693790028894,0.0,0.0,0.999409980447284,0.01591646952216335,0.0,0.016000000000000014,KF,2
0.5861735988491154,0.010801915970898851,0.0,0.0,1.0999103699729114,0.022981703853103736,0.0,0.016000000000000014,KF,2
0.6364465026442274,0.014688781175610937,0.0,0.0,1.2005187042103593,0.03109615852465569,-0.0019999999999988916,0.02799999999999958,KF,2
0.6867761641056113,0.019136438031765762,0.0,0.0,1.3012016153421062,0.040282951023824586,-0.0019999999999988916,0.02799999999999958,KF,2
0.7362734281014419,0.02300991293684308,0.0,0.0,1.3998515877356508,0.047888197743320336,-0.0019999999999988916,0.02799999999999958,KF,2
0.7864626524553648,0.028578702157011717,0.0,0.0,1.5005167246033173,0.059764527684111494,-0.0019999999999988916,0.02799999999999958,KF,2
0.8367894181864551,0.03513974561274465,0.0,0.0,1.601227512680524,0.07338206561453813,-0.004999999999999005,0.06099999999999994,KF,2
0.8872022462181137,0.0425464253805873,0.0,0.0,1.702089299922142,0.08865383477377833,-0.004999999999999005,0.06099999999999994,KF,2
0.9353567243995553,0.0485030196707877,0.0,0.0,1.7974639873508258,0.10014542077964837,-0.0070000000000014495,0.08499999999999996,KF,2
0.9855917366479053,0.05734444762548404,0.0,0.0,1.8987960821131682,0.11907733803547899,-0.0070000000000014495,0.08499999999999996,KF,2
1.0368701736777437,0.10874890182937415,0.0013802611471999144,0.09867752107481333,2.0003949815703392,0.14003360301370582,-0.012000000000000455,0.11899999999999977,KF,2
1.0866189802656465,0.14624835153670682,-0.0014402534487700496,0.14622879366511365,2.102092119892138,0.16302521677725523,-0.012000000000000455,0.11899999999999977,KF,2
1.1370468446733664,0.1759614003714976,-0.005034414886378808,0.18425338513407083,2.2068410037386053,0.18212419749601272,-0.013000000000001677,0.1589999999999998,KF,2
1.1866924122820461,0.206653869259842,-0.007800263624822324,0.21941388702104453,2.3085887584746567,0.20933604908832046,-0.013000000000001677,0.1589999999999998,KF,2
