Time Step,Health Status,dm,dmdt
1711148957686800551,[0.36367454],[0.15954002],[0.15954002]
1711148957699530169,[1.],[0.],[0.]
1711148957701175889,[0.95422119],[0.04279197],[0.04279197]
1711148957704514373,[0.94040796],[0.04882296],[0.04882296]
1711148957992800880,0,[1.54673814],[1.54673814]
1711148958192106394,[0.96094619],[0.03952407],[0.03952407]
1711148958194690300,[0.94923777],[0.04506095],[0.04506095]
1711148958205601048,[0.92113059],[0.05616739],[0.05616739]
1711148958208601912,[0.94981225],[0.04480524],[0.04480524]
1711148958211007737,[0.96176322],[0.03910845],[0.03910845]
1711148958219419545,[0.93710964],[0.0501559],[0.0501559]
1711148958223209245,[0.96214939],[0.03891047],[0.03891047]
1711148958226352255,[0.95080007],[0.04436212],[0.04436212]
1711148958229318212,[0.95105154],[0.0442486],[0.0442486]
1711148958232220387,[0.95130156],[0.04413544],[0.04413544]
1711148958239773049,[0.9628939],[0.03852589],[0.03852589]
1711148958242839314,[0.93899095],[0.04940002],[0.04940002]
1711148958244097201,[0.93931678],[0.04926793],[0.04926793]
1711148958247168680,[0.96348177],[0.03821949],[0.03821949]
1711148958250123496,[0.96364889],[0.03813194],[0.03813194]
1711148958252650443,[0.95274745],[0.0434753],[0.0434753]
1711148958255336966,[0.9265951],[0.05418668],[0.05418668]
1711148958456918334,0,[0.37977966],[0.37977966]
1711148958458566233,[0.96580499],[0.03698378],[0.03698378]
1711148958462731105,[0.93059087],[0.05269123],[0.05269123]
1711148958533795887,[0.9661674],[0.03678728],[0.03678728]
1711148958536238965,[0.90115847],[0.06287815],[0.06287815]
1711148958539772791,[0.99385102],[0.01568309],[0.01568309]
1711148958725003869,0,[1.018817],[1.018817]
1711148958726113276,[0.97039169],[0.03441413],[0.03441413]
1711148958735990608,[0.9398761],[0.04904035],[0.04904035]
1711148958739396683,[0.95155831],[0.04401895],[0.04401895]
1711148958742274001,[0.985106],[0.02440819],[0.02440819]
1711148958746339339,[0.96201884],[0.03897751],[0.03897751]
1711148958750993415,[0.9521556],[0.04374672],[0.04374672]
1711148959029270715,0,[1.10504515],[1.10504515]
1711148959031915693,[0.92527301],[0.05467248],[0.05467248]
1711148959037851689,[1.],[0.],[0.]
1711148959044062146,[0.95817998],[0.04089989],[0.04089989]
1711148959047500785,[0.96709316],[0.03628049],[0.03628049]
1711148959050758626,[0.97489644],[0.0316882],[0.0316882]
1711148959060438074,[0.95866096],[0.04066401],[0.04066401]
1711148959064058992,[0.96746855],[0.03607296],[0.03607296]
1711148959067269259,[0.96759211],[0.03600438],[0.03600438]
1711148959072614641,[0.96771399],[0.03593661],[0.03593661]
1711148959077306931,[0.93923221],[0.04930225],[0.04930225]
1711148959081419189,[0.98749152],[0.02236826],[0.02236826]
1711148959082816255,[0.96807481],[0.03573524],[0.03573524]
1711148959085569006,[0.9756416],[0.03121436],[0.03121436]
1711148959292432931,0,[0.23033287],[0.23033287]
1711148959293552007,[0.98789416],[0.02200531],[0.02200531]
1711148959295808666,[0.96909291],[0.03516082],[0.03516082]
1711148959298420067,[0.96920063],[0.0350995],[0.0350995]
1711148959300762055,[0.96116275],[0.03941434],[0.03941434]
1711148959301916520,[0.96942663],[0.03497049],[0.03497049]
1711148959304083261,[0.97666797],[0.03054965],[0.03054965]
1711148959306171616,[0.96962342],[0.03485776],[0.03485776]
1711148959514315109,0,[0.65139638],[0.65139638]
1711148959517251460,[0.94617767],[0.04639928],[0.04639928]
1711148959519871980,[0.98891291],[0.02105905],[0.02105905]
1711148959522219718,[0.96417007],[0.03785759],[0.03785759]
1711148959523267483,[0.97839165],[0.02939956],[0.02939956]
1711148959524722464,[0.97844639],[0.02936229],[0.02936229]
1711148959690277410,[0.30218826],[0.16707025],[0.16707025]
1711148959691463719,[0.95677085],[0.04158324],[0.04158324]
1711148959693750307,[0.98448129],[0.02491482],[0.02491482]
1711148959696030553,[0.96517499],[0.03732292],[0.03732292]
1711148959700007668,[0.97899163],[0.02898853],[0.02898853]
1711148959701613835,[0.97263195],[0.03308658],[0.03308658]
1711148959704306056,[0.97270678],[0.03304132],[0.03304132]
1711148959865822365,0,[0.5791732],[0.5791732]
1711148959866577550,[0.99837383],[0.00806515],[0.00806515]
1711148959870019612,[0.95942074],[0.04028859],[0.04028859]
1711148959872861580,[0.98016785],[0.02816533],[0.02816533]
1711148959876473653,[0.98021067],[0.02813491],[0.02813491]
1711148959879717125,[0.97420939],[0.03211891],[0.03211891]
1711148959882891161,[0.95981905],[0.04009037],[0.04009037]
1711148959886071296,[0.97435225],[0.03202983],[0.03202983]
1711148959888981599,[0.98040778],[0.02799445],[0.02799445]
1711148959890135313,[0.9744673],[0.03195791],[0.03195791]
1711148959892278778,[0.96775079],[0.03591613],[0.03591613]
1711148959893068372,[0.98563692],[0.02396922],[0.02396922]
1711148959894696626,[0.96749499],[0.03605829],[0.03605829]
1711148959898133901,[0.9802141],[0.02813247],[0.02813247]
1711148960056507643,[0.96712435],[0.03626329],[0.03626329]
1711148960058949358,[0.98011011],[0.02820631],[0.02820631]
1711148960060569066,[0.97407159],[0.0322046],[0.0322046]
1711148960063113114,[0.9595967],[0.04020115],[0.04020115]
1711148960065842715,[0.97421099],[0.03211791],[0.03211791]
1711148960068780462,[0.98029841],[0.02807247],[0.02807247]
1711148960071364759,[0.96750683],[0.03605172],[0.03605172]
1711148960209542319,0,[0.28426172],[0.28426172]
1711148960210567849,[0.99959251],[0.00403726],[0.00403726]
1711148960211627778,[0.98532822],[0.02422542],[0.02422542]
1711148960214890672,[0.9593138],[0.04034164],[0.04034164]
1711148960217633713,[0.98011],[0.02820638],[0.02820638]
1711148960220165627,[0.97407621],[0.03220173],[0.03220173]
1711148960380122728,0,[0.51301299],[0.51301299]
1711148960385363259,[0.98031094],[0.02806354],[0.02806354]
1711148960389244234,[0.96752063],[0.03604407],[0.03604407]
1711148960391747277,[0.98039259],[0.0280053],[0.0280053]
1711148960393956302,[0.96765455],[0.03596968],[0.03596968]
1711148960395019537,[0.98047314],[0.02794771],[0.02794771]
1711148960540814450,0,[0.22431917],[0.22431917]
1711148960542661084,[0.96743023],[0.03609419],[0.03609419]
1711148960545554323,[0.97432728],[0.03204542],[0.03204542]
1711148960548334368,[0.95157353],[0.04401203],[0.04401203]
1711148960551144192,[0.99001435],[0.01998564],[0.01998564]
1711148960552589595,[0.9804573],[0.02795904],[0.02795904]
1711148960556035435,[0.97452092],[0.03192434],[0.03192434]
1711148960707765029,0,[0.26054869],[0.26054869]
1711148960708981989,[0.97425272],[0.03209192],[0.03209192]
1711148960711425838,[0.97430388],[0.03206002],[0.03206002]
1711148960714732151,[0.97435424],[0.03202859],[0.03202859]
1711148960717262151,[0.98040118],[0.02799915],[0.02799915]
1711148960718288975,[0.97444858],[0.03196962],[0.03196962]
1711148960720202514,[0.96772062],[0.03593293],[0.03593293]
1711148960866748173,0,[0.57211167],[0.57211167]
1711148960868120190,[0.95971853],[0.04014049],[0.04014049]
1711148960871223224,[0.97415032],[0.03215567],[0.03215567]
1711148960873345536,[0.9854468],[0.02412733],[0.02412733]
1711148960874566574,[0.97416309],[0.03214773],[0.03214773]
1711148960877336528,[0.96736738],[0.036129],[0.036129]
1711148961033552392,[0.35930042],[0.16008742],[0.16008742]
1711148961034431252,[0.97447565],[0.03195268],[0.03195268]
1711148961104158070,[0.97442319],[0.0319855],[0.0319855]
1711148961107197538,[0.967566],[0.03601889],[0.03601889]
1711148961109963805,[0.98033846],[0.02804392],[0.02804392]
1711148961111321674,[0.97426851],[0.03208208],[0.03208208]
1711148961115188957,[0.96738723],[0.03611801],[0.03611801]
1711148961117627325,[0.9802903],[0.02807825],[0.02807825]
1711148961283573403,0,[0.76776485],[0.76776485]
1711148961288660031,[0.89716329],[0.06413633],[0.06413633]
1711148961290791041,[0.99959778],[0.00401109],[0.00401109]
1711148961293942211,[0.96744896],[0.03608381],[0.03608381]
1711148961302989555,[0.98996851],[0.02003146],[0.02003146]
1711148961306178196,[0.96755273],[0.03602625],[0.03602625]
1711148961554681833,0,[0.76646322],[0.76646322]
1711148961557874746,[0.97444367],[0.0319727],[0.0319727]
1711148961560704493,[0.97442502],[0.03198436],[0.03198436]
1711148961563028194,[0.98040561],[0.02799599],[0.02799599]
1711148961564430170,[0.97439075],[0.03200578],[0.03200578]
1711148961566936864,[0.97437261],[0.03201711],[0.03201711]
1711148961570202596,[0.96754315],[0.03603157],[0.03603157]
1711148961733297130,0,[0.45187874],[0.45187874]
1711148961735747232,[0.98036702],[0.02802355],[0.02802355]
1711148961738119951,[0.98035836],[0.02802973],[0.02802973]
1711148961740242404,[0.96751775],[0.03604566],[0.03604566]
1711148961742035845,[0.97432261],[0.03204833],[0.03204833]
1711148961742836320,[0.97431829],[0.03205103],[0.03205103]
1711148961744685381,[0.97434894],[0.0320319],[0.0320319]
1711148961897209953,0,[0.60710241],[0.60710241]
1711148961900220084,[0.97440332],[0.03199792],[0.03199792]
1711148961902639796,[0.97439703],[0.03200186],[0.03200186]
1711148961905104307,[0.94238627],[0.04800572],[0.04800572]
1711148961907926846,[0.99359612],[0.01600485],[0.01600485]
1711148961910805286,[0.97438221],[0.03201111],[0.03201111]
1711148961913578126,[0.96757017],[0.03601657],[0.03601657]
1711148961916545652,[0.97437474],[0.03201579],[0.03201579]
1711148961918727392,[0.98558441],[0.02401299],[0.02401299]
1711148961920979061,[0.95995034],[0.04002482],[0.04002482]
1711148961924953042,[0.98557935],[0.02401721],[0.02401721]
1711148961927656352,[0.97435872],[0.03202579],[0.03202579]
1711148961928615712,[0.96753497],[0.03603611],[0.03603611]
1711148961929833794,[0.98036564],[0.02802453],[0.02802453]
1711148961932359214,[0.95991735],[0.0400413],[0.0400413]
1711148961934704338,[0.96752564],[0.03604129],[0.03604129]
1711148961936408552,[0.98997884],[0.02002115],[0.02002115]
1711148962090896259,[0.97437355],[0.03201653],[0.03201653]
1711148962092351420,[0.96764162],[0.03597687],[0.03597687]
1711148962094539573,[0.97447067],[0.0319558],[0.0319558]
1711148962097714419,[0.96774487],[0.03591942],[0.03591942]
1711148962100463584,[0.98568899],[0.02392573],[0.02392573]
1711148962169204298,[0.96030719],[0.03984611],[0.03984611]
1711148962328061970,0,[0.4859628],[0.4859628]
1711148962331274703,[0.98570797],[0.02390985],[0.02390985]
1711148962334065720,[0.97460019],[0.03187464],[0.03187464]
1711148962336792489,[0.98053888],[0.02790063],[0.02790063]
1711148962339293572,[0.98055381],[0.02788992],[0.02788992]
1711148962341225578,[0.97458212],[0.03188597],[0.03188597]
1711148962342266068,[0.97459626],[0.0318771],[0.0318771]
1711148962496337419,0,[0.25506244],[0.25506244]
1711148962497932288,[0.96783019],[0.03587189],[0.03587189]
1711148962501940292,[0.9805395],[0.02790018],[0.02790018]
1711148962506722340,[0.97458141],[0.03188642],[0.03188642]
