Time Step,Health Status,dm,dmdt
1711153638416467480,[0.96723241],[0.03620364],[0.03620364]
1711153638418859793,[0.97402702],[0.03223227],[0.03223227]
1711153638421438239,[0.97404257],[0.03222262],[0.03222262]
1711153638424112001,[0.98015062],[0.02817756],[0.02817756]
1711153638426513688,[0.96722221],[0.03620928],[0.03620928]
1711153638427803421,[0.98019829],[0.02814371],[0.02814371]
1711153638429728458,[0.9596369],[0.04018114],[0.04018114]
1711153638431469103,[0.98548717],[0.02409384],[0.02409384]
1711153638433472749,[0.97422769],[0.03210752],[0.03210752]
1711153638434547242,[0.9674239],[0.0360977],[0.0360977]
1711153638438145954,[0.95984714],[0.04007635],[0.04007635]
1711153638579329890,0,[0.21236881],[0.21236881]
1711153638580556903,[0.95957939],[0.04020976],[0.04020976]
1711153638584077528,[0.96731027],[0.0361606],[0.0361606]
1711153638588570380,[0.98992154],[0.0200783],[0.0200783]
1711153638591586121,[0.97413984],[0.03216219],[0.03216219]
1711153638778385037,0,[0.62549577],[0.62549577]
1711153638784104450,[0.96506643],[0.03738105],[0.03738105]
1711153638789200848,[0.98443014],[0.02495585],[0.02495585]
1711153638790707967,[0.96486935],[0.03748634],[0.03748634]
1711153638793914800,[0.97215848],[0.03337156],[0.03337156]
1711153638798698920,[0.97207892],[0.0334192],[0.0334192]
1711153638802004894,[0.9719999],[0.03346646],[0.03346646]
1711153638976334276,0,[0.50744622],[0.50744622]
1711153638979192625,[0.97079054],[0.03418155],[0.03418155]
1711153638980509511,[0.9707174],[0.03422432],[0.03422432]
1711153638983559267,[0.97064512],[0.03426653],[0.03426653]
1711153638986300725,[0.97057192],[0.03430923],[0.03430923]
1711153638989110532,[0.97741677],[0.03005543],[0.03005543]
1711153638990637458,[0.97043393],[0.03438957],[0.03438957]
1711153638992743441,[0.97036033],[0.03443235],[0.03443235]
1711153638994663608,[0.96238733],[0.03878797],[0.03878797]
1711153639149941140,0,[0.31233429],[0.31233429]
1711153639152344511,[0.96136822],[0.03930994],[0.03930994]
1711153639154816062,[0.97655738],[0.03062197],[0.03062197]
1711153639157872340,[0.96113375],[0.03942905],[0.03942905]
1711153639159249681,[0.98267281],[0.02632656],[0.02632656]
1711153639162139427,[0.9517088],[0.04395052],[0.04395052]
1711153639414519009,0,[0.78470745],[0.78470745]
1711153639417938000,[0.90861851],[0.06045874],[0.06045874]
1711153639420542605,[0.99510548],[0.01399216],[0.01399216]
1711153639423239947,[0.95574202],[0.04207516],[0.04207516]
1711153639425513430,[0.96480665],[0.03751978],[0.03751978]
1711153639428000080,[0.95516161],[0.04235015],[0.04235015]
1711153639430239670,[0.97995362],[0.02831705],[0.02831705]
1711153639432655623,[0.87364812],[0.07109202],[0.07109202]
1711153639435191467,[0.99943463],[0.0047555],[0.0047555]
1711153639436366411,[0.96369658],[0.03810691],[0.03810691]
1711153639440071425,[0.95373217],[0.04301992],[0.04301992]
1711153639442258813,[0.95339045],[0.04317849],[0.04317849]
1711153639444014156,[0.97161981],[0.03369284],[0.03369284]
1711153639444697811,[0.97145573],[0.0337901],[0.0337901]
1711153639716208224,0,[0.92520263],[0.92520263]
1711153639717167145,[0.95609969],[0.0419048],[0.0419048]
1711153639718973346,[0.93088969],[0.05257768],[0.05257768]
1711153639720835127,[0.9658888],[0.03693844],[0.03693844]
1711153639723069335,[0.95516964],[0.04234636],[0.04234636]
1711153639725146372,[0.96545757],[0.03717119],[0.03717119]
1711153639726409254,[0.95460057],[0.04261428],[0.04261428]
1711153639728861914,[0.94214019],[0.04810813],[0.04810813]
1711153639888798927,0,[0.74828785],[0.74828785]
1711153639890219170,[0.96085397],[0.03957071],[0.03957071]
1711153639892978501,[0.91962856],[0.05669971],[0.05669971]
1711153639895514455,[0.94823514],[0.04550378],[0.04550378]
1711153639897682536,[0.9479416],[0.04563262],[0.04563262]
1711153639900046132,[0.94765016],[0.04576018],[0.04576018]
1711153640105884454,0,[0.79691858],[0.79691858]
1711153640109848999,[0.9559903],[0.04195698],[0.04195698]
1711153640112519307,[0.95580133],[0.04204696],[0.04204696]
1711153640115039881,[0.92658315],[0.05419109],[0.05419109]
1711153640116586041,[0.92618592],[0.05433749],[0.05433749]
1711153640119817173,[0.95513783],[0.04236138],[0.04236138]
1711153640272800860,0,[0.34197453],[0.34197453]
1711153640274990863,[0.92310469],[0.05546001],[0.05546001]
1711153640276015801,[0.93896054],[0.04941233],[0.04941233]
1711153640278230191,[0.95307862],[0.04332268],[0.04332268]
1711153640412936041,0,[0.65300116],[0.65300116]
1711153640415248197,[0.93511598],[0.05094468],[0.05094468]
1711153640417755183,[0.93485762],[0.05104601],[0.05104601]
1711153640420318730,[0.9499419],[0.04474734],[0.04474734]
1711153640422200283,[0.87585741],[0.07046775],[0.07046775]
1711153640425438288,[0.94950514],[0.04494212],[0.04494212]
1711153640427281805,[0.94934044],[0.04501536],[0.04501536]
1711153640575402084,0,[0.93940404],[0.93940404]
